topic,issue_number,title,url,state,labels,assignees,created_at,updated_at,last_seen_at,archived_at,archive_reason,linked_pr_status,difficulty,component,learning_value,fixability,my_status,notes,next_action
tts_audio_voice,2462,[New Model]: LongCat-AudioDiT (Meituan) — Waveform Latent Space Diffusion TTS,https://github.com/vllm-project/vllm-omni/issues/2462,open,"help wanted, good first issue, new model, tts",,2026-04-02T20:01:59Z,2026-07-02T21:49:06Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,2773,[Performance]:The Real Time Factor and Time to First Packet is too hight when testing the Qwen3-TTS,https://github.com/vllm-project/vllm-omni/issues/2773,open,,,2026-04-14T06:49:58Z,2026-04-15T03:41:42Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,2821,[RFC]: Enable Qwen3-Omni on /v1/audio/speech via assistant-prefill,https://github.com/vllm-project/vllm-omni/issues/2821,open,,,2026-04-15T09:33:39Z,2026-04-16T07:16:28Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,3073,[Feature]: OmniVoice Voice Cloning + Voice Caching in `/v1/audio/speech`,https://github.com/vllm-project/vllm-omni/issues/3073,open,,,2026-04-23T14:37:53Z,2026-04-30T18:09:49Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,3527,[Feature]: Voice cloning for OmniVoice online serving,https://github.com/vllm-project/vllm-omni/issues/3527,open,,,2026-05-12T01:14:48Z,2026-05-12T01:15:42Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,4295,[New Model]: Spark-TTS-0.5B,https://github.com/vllm-project/vllm-omni/issues/4295,open,,,2026-06-09T12:17:02Z,2026-06-10T17:41:30Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,4316,[RFC]:  MOSS-TTS Stage-1 Multi-Request Batch Codec,https://github.com/vllm-project/vllm-omni/issues/4316,open,,,2026-06-10T09:34:47Z,2026-06-14T11:16:59Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,4536,"[Bug]: In versions after 0.19.0, using ref and ref_text to clone audio will result in very long static noise",https://github.com/vllm-project/vllm-omni/issues/4536,open,"bug, low priority",,2026-06-18T09:13:21Z,2026-08-04T12:24:07Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,4612,[RFC]: Server-side default behavior for `/v1/audio/speech` streaming format,https://github.com/vllm-project/vllm-omni/issues/4612,open,RFC,,2026-06-22T06:42:56Z,2026-07-02T06:48:14Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,4924,[RFC]: Runner-Owned CUDA Graphs for TTS Vocoder and Code2Wav Stages,https://github.com/vllm-project/vllm-omni/issues/4924,open,RFC,,2026-07-06T12:42:12Z,2026-07-07T03:40:27Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,5089,[Feature]: MOSS-TTS-Realtime support and true streaming path in vLLM-Omni,https://github.com/vllm-project/vllm-omni/issues/5089,open,,,2026-07-13T17:12:19Z,2026-07-13T17:12:19Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,5286,[RFC]: Native Multi-Stage JoyAI-VL-Interaction Pipeline with Per-Edge Streaming,https://github.com/vllm-project/vllm-omni/issues/5286,open,RFC,,2026-07-21T14:18:11Z,2026-07-23T18:45:27Z,2026-08-22T15:40:41+00:00,,,linked_partial,,,,,new,,
tts_audio_voice,5362,[Performance]: How should gpu_memory_utilization be split between Talker and Code2Wav for Qwen3-TTS?,https://github.com/vllm-project/vllm-omni/issues/5362,open,RFC,,2026-07-23T19:58:40Z,2026-07-24T00:55:22Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,5404,[Feature][CI] Add a Seed-TTS WER regression gate for MiniCPM-o 4.5,https://github.com/vllm-project/vllm-omni/issues/5404,open,,,2026-07-25T09:39:38Z,2026-07-25T09:57:56Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,5558,[RFC]: /v1/realtime OpenAI-spec conformance gap audit,https://github.com/vllm-project/vllm-omni/issues/5558,open,,,2026-07-29T15:27:28Z,2026-08-05T11:20:16Z,2026-08-22T15:40:41+00:00,,,linked_partial,,,,,new,,
tts_audio_voice,5644,[Question] MiniCPM-o 4.5 native duplex: barge-in and backchannel — what should the serving layer expect from the released weights?,https://github.com/vllm-project/vllm-omni/issues/5644,open,,,2026-07-31T06:37:12Z,2026-07-31T06:37:12Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,5722,[RFC]: OpenAI-compliant /v1/audio/transcriptions with word-level alignment,https://github.com/vllm-project/vllm-omni/issues/5722,open,"frontend, omni",,2026-08-03T16:15:51Z,2026-08-05T20:31:13Z,2026-08-22T15:40:41+00:00,,,linked_partial,,,,,new,,
tts_audio_voice,6004,[Feature]: Multi-LoRA support for VoxCPM2,https://github.com/vllm-project/vllm-omni/issues/6004,open,,,2026-08-10T16:46:55Z,2026-08-10T16:46:55Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,6116,[RFC]: Task-Oriented Examples Information Architecture,https://github.com/vllm-project/vllm-omni/issues/6116,open,RFC,,2026-08-12T15:14:33Z,2026-08-12T15:14:33Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,6158,[Feature][Qwen3-TTS] Add runtime safeguards for rare codec repetition and missing EOS,https://github.com/vllm-project/vllm-omni/issues/6158,open,,,2026-08-13T09:30:02Z,2026-08-17T09:37:04Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,6176,[RFC]: Audit and clean up bundled deploy YAML arguments and documentation,https://github.com/vllm-project/vllm-omni/issues/6176,open,,,2026-08-13T22:25:36Z,2026-08-13T22:29:14Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
tts_audio_voice,6479,[Bug]: moss_tts_nano offline example iterates OmniRequestOutput and raises TypeError,https://github.com/vllm-project/vllm-omni/issues/6479,open,,,2026-08-22T11:49:01Z,2026-08-22T11:49:01Z,2026-08-22T15:40:41+00:00,,,unlinked,,,,,new,,
